Name,Type événement,Date,Date seule,Heure de début,Date de fin,Heure de fin,Durée Evènement,Après-midi / Matin / Journée,Campus,Zone de vacances scolaires,Nb inscrits,Genre (from Inscription),Genre_Inscription_nettoye,Nb présents,Genre (from Présence),Genre_Presence_nettoye,Nb_hommes_presents,Nb_femmes_presents,Nb_non_specifie,🎯 Taux de Participation,🎯 Taux de transformation,Nb présents avec PI signé
Vis-ma-vie_Thonon-les-Bains_25/09/2025,Vis-ma-vie,25/9/2025 10:00,25/09/2025,10:00,25/9/2025 16:00,16:00,06:00,Journée,THO,Zone A,2,homme,homme,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_11/09/2025,Vis-ma-vie,11/9/2025 10:00,11/09/2025,10:00,11/9/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_28/08/2025,Vis-ma-vie,28/8/2025 10:00,28/08/2025,10:00,28/8/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_21/08/2025,Vis-ma-vie,21/8/2025 10:00,21/08/2025,10:00,21/8/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_14/08/2025,Vis-ma-vie,14/8/2025 10:00,14/08/2025,10:00,14/8/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_07/08/2025,Vis-ma-vie,7/8/2025 10:00,07/08/2025,10:00,7/8/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_31/07/2025,Vis-ma-vie,31/7/2025 10:00,31/07/2025,10:00,31/7/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Thonon-les-Bains_24/07/2025,Vis-ma-vie,24/7/2025 10:00,24/07/2025,10:00,24/7/2025 16:00,16:00,06:00,Journée,THO,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Thonon-les-Bains_05/07/2025,JPO,5/7/2025 09:00,05/07/2025,09:00,5/7/2025 12:30,12:30,03:30,Matin,THO,Zone A,10,"homme,homme,homme,homme,homme,femme,homme,femme,femme,homme","homme,homme,homme,homme,homme,femme,homme,femme,femme,homme",5,"homme,femme,homme,homme,homme","homme,femme,homme,homme,homme",4,1,0,"50,00%",0%,0
JPO_Toulouse_03/09/2025,JPO,3/9/2025 13:30,03/09/2025,13:30,3/9/2025 16:30,16:30,03:00,Après-midi,TLS,Zone C,12,"homme,femme,femme,homme,homme,homme,femme,homme,homme,homme,homme","homme,femme,femme,homme,homme,homme,femme,homme,homme,homme,homme",6,"homme,homme,femme,homme,homme,homme","homme,homme,femme,homme,homme,homme",5,1,0,"50,00%","66,67%",4
JPO_Toulouse_24/05/2025,JPO,24/5/2025 13:30,24/05/2025,13:30,24/5/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,12,"homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme","homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme",6,"homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme",6,0,0,"50,00%","66,67%",4
JPO_Toulouse_14/05/2025,JPO,14/5/2025 13:30,14/05/2025,13:30,14/5/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,16,"homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,femme,femme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,femme,femme,homme,homme,homme,homme",8,"homme,homme,homme,femme,homme,homme,homme,femme","homme,homme,homme,femme,homme,homme,homme,femme",6,2,0,"50,00%",50%,4
JPO_Toulouse_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,TLS,Zone C,18,"homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme,femme","homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme,femme",8,"femme,homme,homme,homme,femme,homme,homme","femme,homme,homme,homme,femme,homme,homme",5,2,0,"44,44%","37,50%",3
JPO_Toulouse_17/01/2026,JPO,17/1/2026 09:30,17/01/2026,09:30,17/1/2026 13:00,13:00,03:30,Matin,TLS,Zone C,19,"homme,femme,homme,homme,femme,femme,femme,homme,femme,homme,homme,homme,homme,homme,homme,homme","homme,femme,homme,homme,femme,femme,femme,homme,femme,homme,homme,homme,homme,homme,homme,homme",6,"homme,homme,homme,homme,homme","homme,homme,homme,homme,homme",5,0,0,"31,58%","33,33%",2
JPO_Toulouse_10/12/2025,JPO,10/12/2025 13:30,10/12/2025,13:30,10/12/2025 16:30,16:30,03:00,Après-midi,TLS,Zone C,16,"homme,homme,homme,homme,femme,homme,homme,femme,homme,homme,homme,homme","homme,homme,homme,homme,femme,homme,homme,femme,homme,homme,homme,homme",6,"homme,homme,homme,homme","homme,homme,homme,homme",4,0,0,"37,50%","33,33%",2
JPO_Toulouse_09/04/2025,JPO,9/4/2025 13:30,09/04/2025,13:30,9/4/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,16,"homme,femme,homme,homme,femme,homme,homme,femme,femme,homme,femme,femme,homme,homme,homme,homme","homme,femme,homme,homme,femme,homme,homme,femme,femme,homme,femme,femme,homme,homme,homme,homme",6,"homme,homme,femme,homme,homme,homme","homme,homme,femme,homme,homme,homme",5,1,0,"37,50%","33,33%",2
JPO_Toulouse_11/01/2025,JPO,11/1/2025 13:30,11/01/2025,13:30,11/1/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,11,"homme,homme,femme,femme,homme,homme,femme,homme,femme,femme,homme","homme,homme,femme,femme,homme,homme,femme,homme,femme,femme,homme",6,"homme,femme,homme,femme,femme,homme","homme,femme,homme,femme,femme,homme",3,3,0,"54,55%","33,33%",2
Journee_immersive_Toulouse_10/03/2026,Journee_immersive,10/3/2026 09:30,10/03/2026,09:30,12/3/2026 16:00,16:00,06:30,Journée,TLS,Zone C,0,,Non spécifié,4,"femme,homme,homme,homme","femme,homme,homme,homme",3,1,0,"0,00%",25%,1
JPO_Toulouse_07/03/2026,JPO,7/3/2026 09:30,07/03/2026,09:30,7/3/2026 13:00,13:00,03:30,Matin,TLS,Zone C,12,"homme,femme,femme,homme,homme,homme,homme,femme,non spécifié,femme,femme","homme,femme,femme,homme,homme,homme,homme,femme,non spécifié,femme,femme",4,"femme,homme,homme","femme,homme,homme",2,1,0,"33,33%",25%,1
JPO_Toulouse_19/03/2025,JPO,19/3/2025 13:30,19/03/2025,13:30,19/3/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,27,"homme,femme,homme,femme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme","homme,femme,homme,femme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme",13,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme",12,1,0,"48,15%","23,08%",3
JPO_Toulouse_20/09/2025,JPO,20/9/2025 09:30,20/09/2025,09:30,20/9/2025 12:30,12:30,03:00,Matin,TLS,Zone C,30,"homme,homme,homme,femme,homme,femme,homme,homme,homme,non spécifié,homme,homme,femme,homme,homme,femme,homme,homme,femme,homme,femme,femme,homme,homme,homme,homme","homme,homme,homme,femme,homme,femme,homme,homme,homme,non spécifié,homme,homme,femme,homme,homme,femme,homme,homme,femme,homme,femme,femme,homme,homme,homme,homme",11,"homme,homme,femme,homme,homme,homme,femme,homme,femme","homme,homme,femme,homme,homme,homme,femme,homme,femme",6,3,0,"36,67%","18,18%",2
JPO_Toulouse_26/04/2025,JPO,26/4/2025 13:30,26/04/2025,13:30,26/4/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,40,"femme,homme,femme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme,femme,homme,femme,femme,homme,homme,femme,homme,homme,homme,homme,femme,homme","femme,homme,femme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme,femme,homme,femme,femme,homme,homme,femme,homme,homme,homme,homme,femme,homme",14,"homme,homme,homme,femme,femme,homme,homme,homme,femme,homme,homme,femme,femme,homme","homme,homme,homme,femme,femme,homme,homme,homme,femme,homme,homme,femme,femme,homme",9,5,0,"35,00%","14,29%",2
Journee_immersive_Toulouse_24/02/2026,Journee_immersive,24/2/2026 09:00,24/02/2026,09:00,25/2/2026 17:00,17:00,08:00,Journée,TLS,Zone C,0,,Non spécifié,5,"homme,femme,homme,homme,homme","homme,femme,homme,homme,homme",4,1,0,"0,00%",0%,0
Journee_immersive_Toulouse_13/01/2026,Journee_immersive,13/1/2026 09:00,13/01/2026,09:00,15/1/2026 17:00,17:00,08:00,Journée,TLS,Zone C,0,,Non spécifié,3,"homme,femme,homme","homme,femme,homme",2,1,0,"0,00%",0%,0
JPO_Toulouse_05/07/2025,JPO,5/7/2025 13:30,05/07/2025,13:30,5/7/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,16,"homme,femme,homme,homme,homme,homme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme","homme,femme,homme,homme,homme,homme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme",0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Toulouse_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,TLS,Zone C,14,"homme,homme,homme,femme,femme,femme,femme,homme,non spécifié,homme,homme,femme,homme,femme","homme,homme,homme,femme,femme,femme,femme,homme,non spécifié,homme,homme,femme,homme,femme",6,"homme,homme,femme,femme,femme,homme","homme,homme,femme,femme,femme,homme",3,3,0,"42,86%",0%,0
